#columns:point_slug	jlpt	module	bunpro_id	tofugu_url	imabi_url	shinkanzen_ref	djg_page	notes

とばかり	n1	05-n1	bunpro:とばかり			sk:auto/n1	djg:bunpro/とばかり	strict-deck; bunpro:とばかり; とばかり（に）; As if (to say), Seeming that
ともあろう	n1	05-n1	bunpro:ともあろう			sk:auto/n1	djg:bunpro/ともあろう	strict-deck; bunpro:ともあろう; ともあろう; Of all people, Such,
ともなく-ともなしに	n1	05-n1	bunpro:ともなく-ともなしに			sk:auto/n1	djg:bunpro/ともなく-ともなしに	strict-deck; bunpro:ともなく-ともなしに; ともなく・ともなしに; Absentmindedly, Mindlessly, Unconsciously, Without paying attention
ともなると-にもなると	n1	05-n1	bunpro:ともなると-にもなると			sk:auto/n1	djg:bunpro/ともなると-にもなると	strict-deck; bunpro:ともなると-にもなると; ともなると・にもなると; When, If, Once, As
と思いきや	n1	05-n1	bunpro:と思いきや			sk:auto/n1	djg:bunpro/と思いきや	strict-deck; bunpro:と思いきや; と思いきや; Thought...but, When...thought that...but, Despite having thought...
どうにか	n1	05-n1	bunpro:どうにか			sk:auto/n1	djg:bunpro/どうにか	strict-deck; bunpro:どうにか; どうにか; Somehow (or other)
どうにも	n1	05-n1	bunpro:どうにも			sk:auto/n1	djg:bunpro/どうにも	strict-deck; bunpro:どうにも; どうにも; Cannot, There is no way one can, Nothing one can do, Cannot possibly not by any means, Cannot do no matter how hard one tries, Nothing will come out, It is meaningless to
ないでもない	n1	05-n1	bunpro:ないでもない			sk:auto/n1	djg:bunpro/ないでもない	strict-deck; bunpro:ないでもない; ないでもない; Kind of, Might, Slightly, It’s not (impossible) that, Somewhat, In some respects
ないまでも	n1	05-n1	bunpro:ないまでも			sk:auto/n1	djg:bunpro/ないまでも	strict-deck; bunpro:ないまでも; ないまでも; May not … but (at least), Even though not, Even if not
ながらに	n1	05-n1	bunpro:ながらに			sk:auto/n1	djg:bunpro/ながらに	strict-deck; bunpro:ながらに; ながらに; While being, Born (with), Traditional (old-fashioned, as it was long ago), As always, While crying or in tears, (Burned) alive
なくして-は	n1	05-n1	bunpro:なくして-は			sk:auto/n1	djg:bunpro/なくして-は	strict-deck; bunpro:なくして-は; なくして(は); Without, If not for
なら-で	n1	05-n1	bunpro:なら-で			sk:auto/n1	djg:bunpro/なら-で	strict-deck; bunpro:なら-で; なら〜で; If ~ should, Before ~ should
ならでは	n1	05-n1	bunpro:ならでは			sk:auto/n1	djg:bunpro/ならでは	strict-deck; bunpro:ならでは; ならでは; Unique to, Only, Impossible if not, Expected only of
ならばいざ知らず	n1	05-n1	bunpro:ならばいざ知らず			sk:auto/n1	djg:bunpro/ならばいざ知らず	strict-deck; bunpro:ならばいざ知らず; ならいざ知らず; Don’t know about it, Maybe it would or might be possible for
ならまだしも	n1	05-n1	bunpro:ならまだしも			sk:auto/n1	djg:bunpro/ならまだしも	strict-deck; bunpro:ならまだしも; ならまだしも; A is fine...but B is not, If it's ~ then it is ok...but ~ is not, It's different when...but, It's not so bad when...but
なり	n1	05-n1	bunpro:なり			sk:auto/n1	djg:bunpro/なり	strict-deck; bunpro:なり; なり; As soon as, The moment, When
なりとも	n1	05-n1	bunpro:なりとも			sk:auto/n1	djg:bunpro/なりとも	strict-deck; bunpro:なりとも; なりとも; Even (a little), At least
なりに	n1	05-n1	bunpro:なりに			sk:auto/n1	djg:bunpro/なりに	strict-deck; bunpro:なりに; なりに; In one's own way, Of someone's own, Do one's best in one's own way, As much as one can
にあって	n1	05-n1	bunpro:にあって			sk:auto/n1	djg:bunpro/にあって	strict-deck; bunpro:にあって; にあって; At, In the (place or situation), Under ~ conditions or circumstances, During, Suited to
にかかっている	n1	05-n1	bunpro:にかかっている			sk:auto/n1	djg:bunpro/にかかっている	strict-deck; bunpro:にかかっている; にかかっている; To depend on
にかこつけて	n1	05-n1	bunpro:にかこつけて			sk:auto/n1	djg:bunpro/にかこつけて	strict-deck; bunpro:にかこつけて; にかこつけて; In the name of, Using the excuse of, To use as a pretext of, Under the guise or pretense of
にしたところで	n1	05-n1	bunpro:にしたところで			sk:auto/n1	djg:bunpro/にしたところで	strict-deck; bunpro:にしたところで; にしたところで; Even, Even for, Even from the perspective of, Even in the case of
にして1	n1	05-n1	bunpro:にして1			sk:auto/n1	djg:bunpro/にして1	strict-deck; bunpro:にして1; にして①; At, Over, In, Only (after, when, or because)
にして2	n1	05-n1	bunpro:にして2			sk:auto/n1	djg:bunpro/にして2	strict-deck; bunpro:にして2; にして②; To be ~ and ~, To be ~ as well as ~, Both ~ and ~
にしてみれば	n1	05-n1	bunpro:にしてみれば			sk:auto/n1	djg:bunpro/にしてみれば	strict-deck; bunpro:にしてみれば; にしてみれば; For (A), In the case of (A), From (A)'s point of view, In the eyes of (A)
にとどまらず	n1	05-n1	bunpro:にとどまらず			sk:auto/n1	djg:bunpro/にとどまらず	strict-deck; bunpro:にとどまらず; にとどまらず; Not limited to, Not only...but also, Not stopping at
には及ばない1	n1	05-n1	bunpro:には及ばない1			sk:auto/n1	djg:bunpro/には及ばない1	strict-deck; bunpro:には及ばない1; には及ばない①; There is no need to, It is fine if you don’t, Unnecessary
には及ばない②	n1	05-n1	bunpro:には及ばない②			sk:auto/n1	djg:bunpro/には及ばない②	strict-deck; bunpro:には及ばない②; には及ばない②; To be no match (for), To not compare (with), To fall short (of), To not reach, Cannot win with, To be out of reach (for), To not be on par (with)
には当たらない	n1	05-n1	bunpro:には当たらない			sk:auto/n1	djg:bunpro/には当たらない	strict-deck; bunpro:には当たらない; には当たらない; No need to/for, Cannot, Not worth it to, Not suitable
にひきかえ	n1	05-n1	bunpro:にひきかえ			sk:auto/n1	djg:bunpro/にひきかえ	strict-deck; bunpro:にひきかえ; にひきかえ; In stark contrast, In comparison, On the other hand, While, In sharp contrast
にまつわる	n1	05-n1	bunpro:にまつわる			sk:auto/n1	djg:bunpro/にまつわる	strict-deck; bunpro:にまつわる; にまつわる; Surrounding, Related or relating to, Associated with, Connected to
にも-ない	n1	05-n1	bunpro:にも-ない			sk:auto/n1	djg:bunpro/にも-ない	strict-deck; bunpro:にも-ない; にも～ない; Cannot... even if one wants or tries, Would like but cannot, Wants or tries but cannot
にもほどがある	n1	05-n1	bunpro:にもほどがある			sk:auto/n1	djg:bunpro/にもほどがある	strict-deck; bunpro:にもほどがある; にもほどがある; There is a limit to, You are too ..., How …!, How … one can be!
にもまして	n1	05-n1	bunpro:にもまして			sk:auto/n1	djg:bunpro/にもまして	strict-deck; bunpro:にもまして; にもまして; Even -er than, Even more than, More than anything, More than anybody, More than ever
に先駆けて	n1	05-n1	bunpro:に先駆けて			sk:auto/n1	djg:bunpro/に先駆けて	strict-deck; bunpro:に先駆けて; に先駆けて; First, Prior to, Pioneer, Ahead of
に則って-に則り	n1	05-n1	bunpro:に則って-に則り			sk:auto/n1	djg:bunpro/に則って-に則り	strict-deck; bunpro:に則って-に則り; に則って・に則り; According to, In accordance with, Based on, In line with
に即して	n1	05-n1	bunpro:に即して			sk:auto/n1	djg:bunpro/に即して	strict-deck; bunpro:に即して; に即して; In line with, Based on, In accordance with
に堪えない	n1	05-n1	bunpro:に堪えない			sk:auto/n1	djg:bunpro/に堪えない	strict-deck; bunpro:に堪えない; に堪えない; Cannot bear to, Cannot stand to, Too much to, Cannot go on doing, Cannot tolerate
に恥じない	n1	05-n1	bunpro:に恥じない			sk:auto/n1	djg:bunpro/に恥じない	strict-deck; bunpro:に恥じない; に恥じない; Lives up to, Truly to …’s name, Worthy of, Not dishonor, Not putting to shame, Measure to
に照らして・に照らすと	n1	05-n1	bunpro:に照らして・に照らすと			sk:auto/n1	djg:bunpro/に照らして・に照らすと	strict-deck; bunpro:に照らして・に照らすと; に照らして・に照らすと; In light of, Based on, According to, Referencing, Comparing against, In view of
に至って-に至り	n1	05-n1	bunpro:に至って-に至り			sk:auto/n1	djg:bunpro/に至って-に至り	strict-deck; bunpro:に至って-に至り; に至って・に至り; When it came to, Only when, Only after, Go as far as
に至っては	n1	05-n1	bunpro:に至っては			sk:auto/n1	djg:bunpro/に至っては	strict-deck; bunpro:に至っては; に至っては; When it comes to, As for, In particular, What is worse or more
に至っても	n1	05-n1	bunpro:に至っても			sk:auto/n1	djg:bunpro/に至っても	strict-deck; bunpro:に至っても; に至っても; Even when
に至るまで	n1	05-n1	bunpro:に至るまで			sk:auto/n1	djg:bunpro/に至るまで	strict-deck; bunpro:に至るまで; に至るまで; (Everything) from...to..., From…up until..., Starting with...ending with...
に言わせれば	n1	05-n1	bunpro:に言わせれば			sk:auto/n1	djg:bunpro/に言わせれば	strict-deck; bunpro:に言わせれば; に言わせれば・に言わせると・に言わせたら; If you ask, In … opinion, According to
に足りない	n1	05-n1	bunpro:に足りない			sk:auto/n1	djg:bunpro/に足りない	strict-deck; bunpro:に足りない; に足りない; To not be worthy, To not be enough, To not be sufficient, To lack
に足る	n1	05-n1	bunpro:に足る			sk:auto/n1	djg:bunpro/に足る	strict-deck; bunpro:に足る; に足る; To be worthy of, To be enough, To be sufficient
に限ったことではない	n1	05-n1	bunpro:に限ったことではない			sk:auto/n1	djg:bunpro/に限ったことではない	strict-deck; bunpro:に限ったことではない; に限ったことではない; Not limited to, Not restricted to, Not only
に難くない	n1	05-n1	bunpro:に難くない			sk:auto/n1	djg:bunpro/に難くない	strict-deck; bunpro:に難くない; に難くない; Not hard to, Not difficult to, Easy to, Is obvious that
のなんのって	n1	05-n1	bunpro:のなんのって			sk:auto/n1	djg:bunpro/のなんのって	strict-deck; bunpro:のなんのって; のなんのって; So much that, Extremely, Very
の極み	n1	05-n1	bunpro:の極み			sk:auto/n1	djg:bunpro/の極み	strict-deck; bunpro:の極み; の極み; Ultimate, Extreme, Utter, Epitome, Peak
の至り	n1	05-n1	bunpro:の至り			sk:auto/n1	djg:bunpro/の至り	strict-deck; bunpro:の至り; の至り; Utmost, Height of, Extreme, Heartiest, Such a, Very, really, Completely, Deeply
はおろか	n1	05-n1	bunpro:はおろか			sk:auto/n1	djg:bunpro/はおろか	strict-deck; bunpro:はおろか; はおろか; Let alone, Much less, Needless to say, Not to mention, Not only but also
はさておき-はさておいて	n1	05-n1	bunpro:はさておき-はさておいて			sk:auto/n1	djg:bunpro/はさておき-はさておいて	strict-deck; bunpro:はさておき-はさておいて; はさておき・はさておいて; (Leaving or putting) aside, Apart
ばこそ	n1	05-n1	bunpro:ばこそ			sk:auto/n1	djg:bunpro/ばこそ	strict-deck; bunpro:ばこそ; ～ばこそ; Precisely because, Only because, Because, Due to, Only if
びる	n1	05-n1	bunpro:びる			sk:auto/n1	djg:bunpro/びる	strict-deck; bunpro:びる; びる; -like, Looking, Feeling, With an air of, To become
べからず	n1	05-n1	bunpro:べからず			sk:auto/n1	djg:bunpro/べからず	strict-deck; bunpro:べからず; べからず; Do not, Must not, Should not, Cannot (べからざる)
べく	n1	05-n1	bunpro:べく			sk:auto/n1	djg:bunpro/べく	strict-deck; bunpro:べく; べく; For the purpose of, In order to, To ensure
べくして	n1	05-n1	bunpro:べくして			sk:auto/n1	djg:bunpro/べくして	strict-deck; bunpro:べくして; べくして; As expected, Meant to, Supposed to, Destined to, Sure to
べくもない	n1	05-n1	bunpro:べくもない			sk:auto/n1	djg:bunpro/べくもない	strict-deck; bunpro:べくもない; べくもない; No (doubt or hope), There is no way, It is impossible, Not a hope in hell
まくる	n1	05-n1	bunpro:まくる			sk:auto/n1	djg:bunpro/まくる	strict-deck; bunpro:まくる; まくる; Like crazy, Keep doing (without a second thought), Nothing but, On and on, Do … all around, To do a lot of, One after another, All over, Keep, Everything, Constantly, All the time
まじき	n1	05-n1	bunpro:まじき			sk:auto/n1	djg:bunpro/まじき	strict-deck; bunpro:まじき; まじき; Unbecoming of, Unworthy of, Not proper for, Should not, Must not, Cannot
までもない	n1	05-n1	bunpro:までもない			sk:auto/n1	djg:bunpro/までもない	strict-deck; bunpro:までもない; までもない; There is no need to, Do not have to, It is not necessary to, Needless to
ままに	n1	05-n1	bunpro:ままに			sk:auto/n1	djg:bunpro/ままに	strict-deck; bunpro:ままに; まま(に); As (one likes, feels or pleases), Spur of the moment, Wherever one fancies, Spontaneously, On a whim
めく-めいた	n1	05-n1	bunpro:めく-めいた			sk:auto/n1	djg:bunpro/めく-めいた	strict-deck; bunpro:めく-めいた; めく・めいた; Like, To show signs of,  To have the appearance of, To come to a (state) similar to, Somewhat, An air of,  Feels almost like
もさることながら	n1	05-n1	bunpro:もさることながら			sk:auto/n1	djg:bunpro/もさることながら	strict-deck; bunpro:もさることながら; もさることながら; It is a fact that, But, Even more than, It goes without saying, Not only but also,
ものとして	n1	05-n1	bunpro:ものとして			sk:auto/n1	djg:bunpro/ものとして	strict-deck; bunpro:ものとして; ものとして; Assuming, Supposing, (Interpret) as, On the assumption, Regarding, Considering
ものとする	n1	05-n1	bunpro:ものとする			sk:auto/n1	djg:bunpro/ものとする	strict-deck; bunpro:ものとする; ものとする; Shall, To assume, To suppose, To consider
ものと思う	n1	05-n1	bunpro:ものと思う			sk:auto/n1	djg:bunpro/ものと思う	strict-deck; bunpro:ものと思う; ものと思う; Think that, Believe that, Expect that, Have confidence that, Absolutely
ものと思っていた	n1	05-n1	bunpro:ものと思っていた			sk:auto/n1	djg:bunpro/ものと思っていた	strict-deck; bunpro:ものと思っていた; ものと思っていた; Was under the impression that, (Always) the thought used to think
ものなら②	n1	05-n1	bunpro:ものなら②			sk:auto/n1	djg:bunpro/ものなら②	strict-deck; bunpro:ものなら②; ものなら②; If you were to do, If you try to, If … happens, Should there be
ものを	n1	05-n1	bunpro:ものを			sk:auto/n1	djg:bunpro/ものを	strict-deck; bunpro:ものを; ものを; But, Although, If only, I wish I had
や否や	n1	05-n1	bunpro:や否や			sk:auto/n1	djg:bunpro/や否や	strict-deck; bunpro:や否や; や否や; As soon as, No sooner than, The minute
ゆえに	n1	05-n1	bunpro:ゆえに			sk:auto/n1	djg:bunpro/ゆえに	strict-deck; bunpro:ゆえに; ゆえに; Because, The reason is, Due to, Therefore, So
ようによっては	n1	05-n1	bunpro:ようによっては			sk:auto/n1	djg:bunpro/ようによっては	strict-deck; bunpro:ようによっては; ようによっては; Depending on the way, Depending on how
わ-わ	n1	05-n1	bunpro:わ-わ			sk:auto/n1	djg:bunpro/わ-わ	strict-deck; bunpro:わ-わ; わ〜わ; ~and ~and, Keep ~ing, One after another, So much, So many, One after the other
わ-わで	n1	05-n1	bunpro:わ-わで			sk:auto/n1	djg:bunpro/わ-わで	strict-deck; bunpro:わ-わで; わ〜わ（で）; And...so, And...because, Since
をいいことに	n1	05-n1	bunpro:をいいことに			sk:auto/n1	djg:bunpro/をいいことに	strict-deck; bunpro:をいいことに; をいいことに; To take advantage of
をおいてほかに-ない	n1	05-n1	bunpro:をおいてほかに-ない			sk:auto/n1	djg:bunpro/をおいてほかに-ない	strict-deck; bunpro:をおいてほかに-ない; をおいてほかに〜ない; No...but, Nothing else but, None other than
をもって	n1	05-n1	bunpro:をもって			sk:auto/n1	djg:bunpro/をもって	strict-deck; bunpro:をもって; をもって; As of, With, Effective from
をものともせず	n1	05-n1	bunpro:をものともせず			sk:auto/n1	djg:bunpro/をものともせず	strict-deck; bunpro:をものともせず; をものともせず; Making nothing of, Ignoring, In defiance of, Regardless of, Disregarding
をよそに	n1	05-n1	bunpro:をよそに			sk:auto/n1	djg:bunpro/をよそに	strict-deck; bunpro:をよそに; をよそに; Ignoring, Disregarding, Despite
を以て	n1	05-n1	bunpro:を以て			sk:auto/n1	djg:bunpro/を以て	strict-deck; bunpro:を以て; を以て; By means of, With, By, Via, In view of
を余儀なくさせる	n1	05-n1	bunpro:を余儀なくさせる			sk:auto/n1	djg:bunpro/を余儀なくさせる	strict-deck; bunpro:を余儀なくさせる; を余儀なくさせる; Force to, To compel, Make unavoidable
を余儀なくされる	n1	05-n1	bunpro:を余儀なくされる			sk:auto/n1	djg:bunpro/を余儀なくされる	strict-deck; bunpro:を余儀なくされる; を余儀なくされる; To be forced to do something
を兼ねて	n1	05-n1	bunpro:を兼ねて			sk:auto/n1	djg:bunpro/を兼ねて	strict-deck; bunpro:を兼ねて; を兼ねて; And also, Also (partly) to, Also (partly) for (the purpose of), At the same time, To double as, When … also, While … as well, And as
を前提に	n1	05-n1	bunpro:を前提に			sk:auto/n1	djg:bunpro/を前提に	strict-deck; bunpro:を前提に; を前提に; On the premise of
を境に	n1	05-n1	bunpro:を境に			sk:auto/n1	djg:bunpro/を境に	strict-deck; bunpro:を境に; を境に; After (that moment), From (that time)
を機に	n1	05-n1	bunpro:を機に			sk:auto/n1	djg:bunpro/を機に	strict-deck; bunpro:を機に; を機に; Opportunity, Occasion
を皮切りに	n1	05-n1	bunpro:を皮切りに			sk:auto/n1	djg:bunpro/を皮切りに	strict-deck; bunpro:を皮切りに; を皮切りに; Beginning of, Starting with
を禁じ得ない	n1	05-n1	bunpro:を禁じ得ない			sk:auto/n1	djg:bunpro/を禁じ得ない	strict-deck; bunpro:を禁じ得ない; を禁じ得ない; Cannot help feeling, Cannot but, Cannot hold back
を経て	n1	05-n1	bunpro:を経て			sk:auto/n1	djg:bunpro/を経て	strict-deck; bunpro:を経て; を経て; Via, Through, After (experience at job, university, etc.), Pass through
を踏まえて	n1	05-n1	bunpro:を踏まえて			sk:auto/n1	djg:bunpro/を踏まえて	strict-deck; bunpro:を踏まえて; を踏まえて; Based on, Considering, Keeping in mind, Taking into account, Therefore
を限りに	n1	05-n1	bunpro:を限りに			sk:auto/n1	djg:bunpro/を限りに	strict-deck; bunpro:を限りに; を限りに; As of (the end of), (Starting) from, (No longer) after, By (the), Ending with
を顧みず	n1	05-n1	bunpro:を顧みず			sk:auto/n1	djg:bunpro/を顧みず	strict-deck; bunpro:を顧みず; を顧みず; Without regard for, Ignoring, Without concern for
んがため-に	n1	05-n1	bunpro:んがため-に			sk:auto/n1	djg:bunpro/んがため-に	strict-deck; bunpro:んがため-に; んがため(に); In order to, To, For the purpose of
んばかりに	n1	05-n1	bunpro:んばかりに			sk:auto/n1	djg:bunpro/んばかりに	strict-deck; bunpro:んばかりに; んばかりに; As if, As if it were about to, About to
並み	n1	05-n1	bunpro:並み			sk:auto/n1	djg:bunpro/並み	strict-deck; bunpro:並み; 並み; As, On par with, Worthy of
以前	n1	05-n1	bunpro:以前			sk:auto/n1	djg:bunpro/以前	strict-deck; bunpro:以前; 以前; Before, Not even, Before even, Precede, Far from
塗れ	n1	05-n1	bunpro:塗れ			sk:auto/n1	djg:bunpro/塗れ	strict-deck; bunpro:塗れ; 塗れ; Stained, Covered in, Smeared, Dirty with, Soaked in
如く-如き-如し	n1	05-n1	bunpro:如く-如き-如し			sk:auto/n1	djg:bunpro/如く-如き-如し	strict-deck; bunpro:如く-如き-如し; 如く・如き・如し; Like, Similar to, As if, The same as
如何	n1	05-n1	bunpro:如何			sk:auto/n1	djg:bunpro/如何	strict-deck; bunpro:如何; 如何; Depending on
始末だ	n1	05-n1	bunpro:始末だ			sk:auto/n1	djg:bunpro/始末だ	strict-deck; bunpro:始末だ; 始末だ; Ends up, Finally, In the end, (Unfortunately) As a result, This is what happened, To come about, To wind up
折には	n1	05-n1	bunpro:折には			sk:auto/n1	djg:bunpro/折には	strict-deck; bunpro:折には; 折には; When, Occasion, Opportunity, Time
極まりない-極まる	n1	05-n1	bunpro:極まりない-極まる			sk:auto/n1	djg:bunpro/極まりない-極まる	strict-deck; bunpro:極まりない-極まる; 極まりない・極まる; Extreme, Extremely
次第です	n1	05-n1	bunpro:次第です			sk:auto/n1	djg:bunpro/次第です	strict-deck; bunpro:次第です; 次第です; Because the reason is, Therefore, The present situation is like this, This is how (it is), Those are the circumstances, This is why
相まって	n1	05-n1	bunpro:相まって			sk:auto/n1	djg:bunpro/相まって	strict-deck; bunpro:相まって; 相まって; Combined with, Coupled with, Together with
訳あり	n1	05-n1	bunpro:訳あり			sk:auto/n1	djg:bunpro/訳あり	strict-deck; bunpro:訳あり; 訳あり(訳あって); ～ with reasons, Due to reasons, Defective, Problematic, Unique
飽くまで-も	n1	05-n1	bunpro:飽くまで-も			sk:auto/n1	djg:bunpro/飽くまで-も	strict-deck; bunpro:飽くまで-も; 飽くまで(も); Just, Only, Merely, Strictly
１-りとも-ない	n1	05-n1	bunpro:１-りとも-ない			sk:auto/n1	djg:bunpro/１-りとも-ない	strict-deck; bunpro:１-りとも-ない; １～たりとも～ない; Not even one, Not a single, No (at all)
～たはいいが	n1	05-n1	bunpro:～たはいいが			sk:auto/n1	djg:bunpro/～たはいいが	strict-deck; bunpro:～たはいいが; ～たはいいが; It's all well and good but...
～るまでだ	n1	05-n1	bunpro:～るまでだ			sk:auto/n1	djg:bunpro/～るまでだ	strict-deck; bunpro:～るまでだ; ～るまでだ; Just, Merely, Simply, Only
emotional-onomatopoeia		10-onomatopoeia	bunpro:exempt/onomatopoeia	https://www.tofugu.com/japanese-grammar/na/	https://www.imabi.org/search?q=emotional-onomatopoeia	sk:auto/unknown	djg:auto/emotional-onomatopoeia	auto-generated mapping; refine sources as curated
giongo-sounds		10-onomatopoeia	bunpro:exempt/onomatopoeia		https://www.imabi.org/search?q=giongo-sounds	sk:auto/unknown	djg:auto/giongo-sounds	auto-generated mapping; refine sources as curated
giseigo-voices		10-onomatopoeia	bunpro:exempt/onomatopoeia		https://www.imabi.org/search?q=giseigo-voices	sk:auto/unknown	djg:auto/giseigo-voices	auto-generated mapping; refine sources as curated
gitaigo-states		10-onomatopoeia	bunpro:exempt/onomatopoeia		https://www.imabi.org/search?q=gitaigo-states	sk:auto/unknown	djg:auto/gitaigo-states	auto-generated mapping; refine sources as curated
kana	n5	00-foundation	bunpro:exempt/writing-system	https://www.tofugu.com/japanese-grammar/na/	https://www.imabi.org/search?q=kana	sk:auto/n5	djg:auto/kana	auto-generated mapping; refine sources as curated
l1-articles-and-number		13-l1	bunpro:exempt/l1-interference		https://www.imabi.org/search?q=l1-articles-and-number	sk:auto/unknown	djg:auto/l1-articles-and-number	auto-generated mapping; refine sources as curated
l1-givereceive-direction		13-l1	bunpro:exempt/l1-interference		https://www.imabi.org/search?q=l1-givereceive-direction	sk:auto/unknown	djg:auto/l1-givereceive-direction	auto-generated mapping; refine sources as curated
l1-particles-overlap		13-l1	bunpro:exempt/l1-interference		https://www.imabi.org/search?q=l1-particles-overlap	sk:auto/unknown	djg:auto/l1-particles-overlap	auto-generated mapping; refine sources as curated
l1-pronoun-overuse		13-l1	bunpro:exempt/l1-interference	https://www.tofugu.com/japanese-grammar/noun/	https://www.imabi.org/search?q=l1-pronoun-overuse	sk:auto/unknown	djg:auto/l1-pronoun-overuse	auto-generated mapping; refine sources as curated
l1-relative-clauses		13-l1	bunpro:exempt/l1-interference		https://www.imabi.org/search?q=l1-relative-clauses	sk:auto/unknown	djg:auto/l1-relative-clauses	auto-generated mapping; refine sources as curated
l1-tense-aspect		13-l1	bunpro:exempt/l1-interference		https://www.imabi.org/search?q=l1-tense-aspect	sk:auto/unknown	djg:auto/l1-tense-aspect	auto-generated mapping; refine sources as curated
l1-yes-no_negative-questions		13-l1	bunpro:exempt/l1-interference		https://www.imabi.org/search?q=l1-yes-no_negative-questions	sk:auto/unknown	djg:auto/l1-yes-no_negative-questions	auto-generated mapping; refine sources as curated
onomatopoeia		10-onomatopoeia	bunpro:exempt/onomatopoeia		https://www.imabi.org/search?q=onomatopoeia	sk:auto/unknown	djg:auto/onomatopoeia	auto-generated mapping; refine sources as curated
pitch-accent	n5	00-foundation	bunpro:exempt/pitch-accent		https://www.imabi.org/search?q=pitch-accent	sk:auto/n5	djg:auto/pitch-accent	auto-generated mapping; refine sources as curated
pitch-accent-primer	n5	00-foundation	bunpro:exempt/pitch-accent		https://www.imabi.org/search?q=pitch-accent-primer	sk:auto/n5	djg:auto/pitch-accent-primer	auto-generated mapping; refine sources as curated
